gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
NUTM2B-AS1,2.33514E-72,0.453553134,0.65,0.639,6.95077E-68,0
SELPLG,3.56438E-72,0.31994715,0.665,0.63,1.06097E-67,0
TBC1D31,3.90023E-72,0.65263005,0.388,0.317,1.16094E-67,0
MICU2,7.91127E-72,0.406290834,0.696,0.691,2.35487E-67,0
RO60,1.06432E-71,0.505031289,0.555,0.525,3.16805E-67,0
AL683807.1,1.21178E-71,0.825963304,0.266,0.191,3.60699E-67,0
ASB3,1.44385E-71,0.514862344,0.576,0.543,4.29776E-67,0
FBXO7,5.59132E-71,0.502199661,0.575,0.553,1.66431E-66,0
AGK,5.82085E-71,0.521706165,0.477,0.409,1.73263E-66,0
SERINC3,6.03718E-71,0.520247757,0.535,0.511,1.79703E-66,0
UBE3A,7.05763E-71,0.377646118,0.698,0.687,2.10078E-66,0
TRAF5,3.01785E-70,0.549920792,0.438,0.367,8.98293E-66,0
LATS1,1.73222E-69,0.567499831,0.54,0.508,5.15613E-65,0
CDKAL1,2.09131E-69,0.310045355,0.76,0.737,6.225E-65,0
UBASH3A,2.46956E-69,1.058465754,0.273,0.205,7.35089E-65,0
CAMKMT,2.81519E-69,0.438014173,0.64,0.596,8.37968E-65,0
CLDND1,3.31266E-69,0.514415035,0.515,0.466,9.86045E-65,0
DOP1A,3.43322E-69,0.661212267,0.451,0.394,1.02193E-64,0
CUL5,4.08214E-69,0.448046349,0.661,0.657,1.21509E-64,0
SLA,5.34672E-69,0.419937994,0.618,0.583,1.5915E-64,0
HP1BP3,5.82995E-69,0.295113116,0.765,0.741,1.73534E-64,0
STAG2,7.4695E-69,0.26296284,0.813,0.813,2.22337E-64,0
SLC17A5,7.81976E-69,0.737184284,0.377,0.315,2.32763E-64,0
INPP5K,1.02312E-68,0.760203988,0.383,0.325,3.04542E-64,0
PUM2,1.89371E-68,0.262383997,0.813,0.821,5.63683E-64,0
YPEL1,2.12363E-68,0.69702723,0.274,0.198,6.32121E-64,0
DDX3Y,4.25701E-68,0.598721719,0.422,0.346,1.26714E-63,0
UBE2F,5.19568E-68,0.364798384,0.594,0.573,1.54655E-63,0
OXCT1,5.61919E-68,0.509672499,0.473,0.392,1.67261E-63,0
CSNK1G3,7.15337E-68,0.545732885,0.541,0.511,2.12927E-63,0
CLASP1,7.68274E-68,0.27776294,0.734,0.731,2.28684E-63,0
SYT11,1.13639E-67,0.865331859,0.272,0.205,3.38259E-63,0
PLEKHA1,2.24657E-67,0.876638969,0.259,0.188,6.68715E-63,0
WWP1,3.36162E-67,0.391779489,0.625,0.597,1.00062E-62,0
RELCH,6.30051E-67,0.479759009,0.613,0.596,1.87541E-62,0
SLC25A12,6.5901E-67,0.551870285,0.513,0.468,1.96161E-62,0
HECTD4,7.77685E-67,0.459712449,0.601,0.576,2.31486E-62,0
AC009554.1,9.49849E-67,0.826463358,0.321,0.253,2.82732E-62,0
JAZF1,1.05707E-66,0.347510223,0.629,0.574,3.14648E-62,0
AMBRA1,1.35106E-66,0.414674529,0.641,0.627,4.02156E-62,0
CEP120,1.44426E-66,0.734960753,0.39,0.329,4.29898E-62,0
RSBN1L,1.77527E-66,0.385861274,0.688,0.686,5.28427E-62,0
KIF20B,1.81525E-66,0.450743057,0.429,0.346,5.40328E-62,0
IL16,2.61345E-66,0.627403634,0.465,0.414,7.7792E-62,0
LASP1,1.08062E-65,0.462255262,0.577,0.55,3.21657E-61,0
GOLGA8A,1.61346E-65,0.614645706,0.363,0.29,4.80261E-61,0
XRRA1,3.4958E-65,0.735156588,0.425,0.372,1.04056E-60,0
LPIN2,6.14148E-65,0.327536538,0.668,0.648,1.82807E-60,0
TCF20,1.22092E-64,0.581682045,0.492,0.448,3.63419E-60,0
SPPL2A,1.50218E-64,0.367773829,0.683,0.676,4.47139E-60,0
BHLHE40,1.69358E-64,0.534265106,0.434,0.364,5.0411E-60,0
COG6,3.56578E-64,0.661480118,0.377,0.314,1.06139E-59,0
RPAP2,4.38532E-64,0.496966238,0.547,0.508,1.30534E-59,0
JAK3,4.54719E-64,0.385048268,0.634,0.601,1.35352E-59,0
PIK3C2A,5.06138E-64,0.46497207,0.601,0.59,1.50657E-59,0
PHC3,8.42424E-64,0.362813152,0.684,0.68,2.50756E-59,0
TMF1,8.62999E-64,0.492153044,0.595,0.578,2.5688E-59,0
TM9SF3,1.56622E-63,0.391923073,0.682,0.687,4.66202E-59,0
MTMR12,1.86046E-63,0.632799373,0.414,0.363,5.53784E-59,0
MAP2K2,2.88273E-63,0.4180473,0.613,0.594,8.58072E-59,0
IP6K2,2.99644E-63,0.56893312,0.486,0.448,8.91919E-59,0
KIDINS220,5.69535E-63,0.384624184,0.66,0.656,1.69528E-58,0
ATP8B2,6.62709E-63,0.614318022,0.313,0.237,1.97262E-58,0
MIER1,6.81477E-63,0.279798871,0.775,0.783,2.02848E-58,0
PSMB8,1.12417E-62,0.281829548,0.809,0.752,3.34619E-58,0
PREP,1.44021E-62,0.639755949,0.464,0.417,4.28694E-58,0
CLECL1,1.79152E-62,0.871276834,0.251,0.187,5.33264E-58,0
DZIP3,5.11012E-62,0.76848197,0.306,0.239,1.52108E-57,0
SLC9A9,7.01219E-62,0.366896723,0.639,0.59,2.08725E-57,0
ATP6V1H,7.57939E-62,0.52456518,0.555,0.533,2.25608E-57,0
BTBD1,9.62167E-62,0.503955352,0.543,0.518,2.86399E-57,0
AL133480.1,2.27705E-61,0.950408864,0.267,0.204,6.77787E-57,0
CABIN1,2.69335E-61,0.532402168,0.516,0.474,8.01702E-57,0
DHX36,2.95663E-61,0.392181625,0.666,0.662,8.8007E-57,0
FAM126A,4.03711E-61,0.615851513,0.49,0.454,1.20169E-56,0
FIP1L1,4.47377E-61,0.435511244,0.619,0.6,1.33166E-56,0
SLC25A20,4.58966E-61,0.963642203,0.284,0.225,1.36616E-56,0
ERAP2,5.77781E-61,0.491485492,0.587,0.562,1.71982E-56,0
ZFR,6.7599E-61,0.344894126,0.711,0.708,2.01215E-56,0
KIAA0825,9.98063E-61,0.626716223,0.329,0.256,2.97083E-56,0
RC3H2,3.79429E-60,0.468970152,0.574,0.55,1.12941E-55,0
MYO9B,5.3635E-60,0.264295484,0.755,0.738,1.5965E-55,0
MADD,1.22564E-59,0.541586772,0.441,0.391,3.64824E-55,0
ATG14,1.62166E-59,0.663394829,0.431,0.387,4.82703E-55,0
BLMH,1.71889E-59,0.735754956,0.362,0.306,5.11643E-55,0
CREBBP,2.10391E-59,0.303549534,0.752,0.768,6.26248E-55,0
SLC35A3,2.21096E-59,0.638402886,0.441,0.395,6.58114E-55,0
UBXN7,6.80317E-59,0.564255098,0.509,0.484,2.02503E-54,0
ZC3H13,8.32951E-59,0.44111397,0.632,0.622,2.47936E-54,0
PPP3CB,9.6827E-59,0.479427639,0.566,0.549,2.88215E-54,0
BABAM2,1.73773E-58,0.419665496,0.666,0.659,5.17253E-54,0
GALNT11,1.97059E-58,0.706485603,0.42,0.374,5.86565E-54,0
ARL6IP1,2.34378E-58,0.307637559,0.618,0.589,6.97649E-54,0
TRPV2,4.07007E-58,0.739777972,0.387,0.34,1.2115E-53,0
IREB2,4.21564E-58,0.496063676,0.565,0.553,1.25483E-53,0
WDR82,4.55923E-58,0.470019383,0.571,0.553,1.3571E-53,0
ZZEF1,8.06896E-58,0.416163244,0.621,0.614,2.40181E-53,0
KAT6B,9.51394E-58,0.356048758,0.641,0.611,2.83192E-53,0
FAM133B,9.819E-58,0.345619329,0.705,0.696,2.92272E-53,0
ILRUN,1.02262E-57,0.439338804,0.569,0.548,3.04394E-53,0
RAD23B,1.04081E-57,0.360556104,0.69,0.705,3.09809E-53,0
PILRB,1.12477E-57,0.580969269,0.424,0.366,3.348E-53,0
EIF4B,2.63355E-57,0.286972556,0.747,0.737,7.83904E-53,0
TMEM156,2.97013E-57,0.329619053,0.432,0.354,8.84089E-53,0
POLR3GL,3.73903E-57,0.570232607,0.492,0.459,1.11296E-52,0
TCEA1,4.0993E-57,0.275683874,0.716,0.699,1.2202E-52,0
WASHC5,4.46049E-57,0.615756637,0.469,0.438,1.32771E-52,0
MEF2D,4.47323E-57,0.614091277,0.442,0.399,1.3315E-52,0
RAB22A,5.53176E-57,0.555518739,0.505,0.479,1.64658E-52,0
NPDC1,1.04324E-56,0.700956612,0.297,0.228,3.1053E-52,0
MORC3,1.77794E-56,0.422002326,0.613,0.615,5.29221E-52,0
TG,2.29873E-56,0.804564558,0.276,0.214,6.84239E-52,0
ADIPOR2,2.79252E-56,0.545651761,0.514,0.486,8.31222E-52,0
TBC1D15,2.97455E-56,0.376393874,0.625,0.62,8.85406E-52,0
TMEM120B,3.2519E-56,0.604687395,0.345,0.283,9.67961E-52,0
SECISBP2L,3.2681E-56,0.518874761,0.527,0.502,9.72783E-52,0
YAF2,4.31482E-56,0.399103989,0.637,0.626,1.28435E-51,0
BRD2,4.33798E-56,0.394847737,0.62,0.603,1.29124E-51,0
SMARCE1,4.55621E-56,0.456630807,0.578,0.56,1.3562E-51,0
MKLN1,5.5371E-56,0.266785203,0.767,0.779,1.64817E-51,0
TRIM59,5.57492E-56,0.650593182,0.375,0.313,1.65943E-51,0
AP4E1,6.88822E-56,0.656068966,0.418,0.373,2.05035E-51,0
GOLIM4,1.78824E-55,0.550363626,0.391,0.334,5.32288E-51,0
ZBTB7A,2.36846E-55,0.393475408,0.628,0.606,7.04996E-51,0
ZNF507,2.48844E-55,0.717545725,0.302,0.239,7.40708E-51,0
RHBDF2,3.12351E-55,0.528196066,0.462,0.41,9.29745E-51,0
GIMAP1,5.09143E-55,0.48830135,0.542,0.507,1.51551E-50,0
FOCAD,5.64351E-55,0.614397039,0.425,0.372,1.67985E-50,0
RASSF3,5.71619E-55,0.305941867,0.726,0.74,1.70148E-50,0
BTN3A3,6.25262E-55,0.767453829,0.365,0.311,1.86115E-50,0
EWSR1,6.78803E-55,0.374002713,0.661,0.656,2.02052E-50,0
ST8SIA4,1.64593E-54,0.323255814,0.63,0.595,4.89928E-50,0
LUZP1,1.68986E-54,0.483031522,0.482,0.438,5.03005E-50,0
AC073167.1,3.16945E-54,0.671844757,0.35,0.291,9.43418E-50,0
COPA,4.57753E-54,0.380702636,0.653,0.656,1.36255E-49,0
STXBP5,4.8666E-54,0.31234361,0.653,0.63,1.44859E-49,0
NDUFA9,9.84831E-54,0.590779624,0.5,0.476,2.93145E-49,0
AQR,1.1785E-53,0.438401426,0.586,0.572,3.50792E-49,0
HERC2,2.40706E-53,0.436444904,0.53,0.493,7.16485E-49,0
RABL6,2.67676E-53,0.439311633,0.557,0.52,7.96765E-49,0
ZNF335,3.33679E-53,0.747597574,0.351,0.298,9.93229E-49,0
CHD8,3.50372E-53,0.398950162,0.59,0.576,1.04292E-48,0
OFD1,4.13955E-53,0.45594331,0.476,0.42,1.23218E-48,0
ANKRD17,5.8897E-53,0.266223773,0.793,0.799,1.75313E-48,0
PPM1B,6.72485E-53,0.332414122,0.713,0.724,2.00172E-48,0
TULP4,8.59557E-53,0.569595888,0.447,0.403,2.55856E-48,0
KLHL20,8.91264E-53,0.648149729,0.459,0.422,2.65294E-48,0
STRN,9.54009E-53,0.410890492,0.602,0.584,2.8397E-48,0
CTCF,1.02769E-52,0.418080977,0.588,0.566,3.05902E-48,0
UQCRC2,1.23711E-52,0.497955429,0.59,0.587,3.68239E-48,0
ACBD5,1.3228E-52,0.657787316,0.423,0.387,3.93744E-48,0
ATR,1.92419E-52,0.459524622,0.614,0.598,5.72754E-48,0
SEPTIN9,3.2282E-52,0.32636582,0.711,0.699,9.60907E-48,0
GTF2I,5.02424E-52,0.297997379,0.718,0.725,1.49551E-47,0
TSPOAP1-AS1,6.06654E-52,0.406376045,0.515,0.472,1.80577E-47,0
RASSF5,8.60328E-52,0.415715347,0.588,0.572,2.56085E-47,0
SP3,1.34131E-51,0.295982305,0.757,0.756,3.99255E-47,0
ITFG1,1.99593E-51,0.259303962,0.781,0.794,5.94108E-47,0
RNF4,2.9415E-51,0.422412395,0.561,0.538,8.75566E-47,0
WDR70,5.67738E-51,0.328336528,0.702,0.699,1.68993E-46,0
NOP58,6.53097E-51,0.363109219,0.631,0.588,1.94401E-46,0
DYNLT1,8.9668E-51,0.361537128,0.695,0.685,2.66906E-46,0
LRRC8A,9.62793E-51,0.661359353,0.341,0.285,2.86585E-46,0
PTGER4,1.38903E-50,0.621279945,0.379,0.329,4.1346E-46,0
SIGIRR,1.68462E-50,0.624512724,0.485,0.457,5.01445E-46,0
TRERF1,2.49876E-50,0.660969283,0.502,0.469,7.43779E-46,0
PHF14,2.71112E-50,0.359459074,0.645,0.629,8.06991E-46,0
KCTD9,3.67795E-50,0.676267375,0.353,0.302,1.09478E-45,0
OCIAD2,3.68437E-50,0.391279778,0.461,0.391,1.09669E-45,0
ACOT7,4.95745E-50,0.691063541,0.297,0.234,1.47563E-45,0
VPS13D,5.43957E-50,0.430136459,0.628,0.633,1.61914E-45,0
GPBP1L1,5.71909E-50,0.361952355,0.651,0.665,1.70235E-45,0
USP16,5.76206E-50,0.438457233,0.583,0.577,1.71513E-45,0
CASP4,6.28672E-50,0.357596385,0.649,0.643,1.87131E-45,0
UBL3,6.49281E-50,0.516023857,0.506,0.479,1.93265E-45,0
EIF3F,9.09924E-50,0.279726061,0.725,0.694,2.70848E-45,0
USF3,9.129E-50,0.542854769,0.491,0.457,2.71734E-45,0
GLMN,1.11556E-49,0.548145299,0.437,0.392,3.32058E-45,0
HUWE1,1.29915E-49,0.320368716,0.65,0.637,3.86704E-45,0
CCM2,1.34307E-49,0.315037625,0.685,0.684,3.99779E-45,0
ANAPC5,1.41312E-49,0.384691368,0.615,0.604,4.2063E-45,0
MCPH1,1.64744E-49,0.470082509,0.549,0.521,4.90378E-45,0
EIF4A2,1.71187E-49,0.350844052,0.677,0.67,5.09555E-45,0
TTC39B,1.73286E-49,0.595472036,0.373,0.315,5.15802E-45,0
PI4K2A,1.92682E-49,0.746157387,0.302,0.25,5.73538E-45,0
ZFAND4,3.33469E-49,0.806605163,0.274,0.219,9.92605E-45,0
SPOCK2,3.36036E-49,0.310456408,0.427,0.34,1.00024E-44,0
ATG13,4.09727E-49,0.547053419,0.464,0.434,1.21959E-44,0
UBA6,7.9341E-49,0.392511676,0.639,0.632,2.36166E-44,0
DDIT4,1.38322E-48,0.325670923,0.383,0.305,4.1173E-44,0
ZBED4,2.57666E-48,0.768407752,0.367,0.325,7.66969E-44,0
SEPSECS,3.02675E-48,0.854854835,0.299,0.249,9.00942E-44,0
TESPA1,3.52261E-48,0.358310933,0.39,0.317,1.04854E-43,0
NF1,4.81862E-48,0.391532541,0.619,0.599,1.43431E-43,0
CASD1,5.13331E-48,0.575825074,0.415,0.371,1.52798E-43,0
TSPOAP1,5.15451E-48,0.587353984,0.313,0.253,1.53429E-43,0
IL21R,5.58358E-48,0.656912851,0.325,0.267,1.66201E-43,0
CERK,5.9712E-48,0.650033594,0.409,0.372,1.77739E-43,0
DR1,7.89821E-48,0.454070832,0.536,0.524,2.35098E-43,0
EFCAB14,8.82544E-48,0.46545529,0.543,0.53,2.62698E-43,0
ARF6,8.8462E-48,0.356464485,0.641,0.629,2.63316E-43,0
MED27,9.61975E-48,0.567394235,0.509,0.483,2.86342E-43,0
TNKS2,1.10627E-47,0.36139251,0.632,0.636,3.29292E-43,0
NSD1,1.78054E-47,0.277906821,0.721,0.738,5.29996E-43,0
TAF1B,2.3565E-47,0.630373728,0.434,0.393,7.01435E-43,0
UFC1,2.70221E-47,0.390197307,0.599,0.582,8.0434E-43,0
POLR2A,3.70917E-47,0.467676258,0.563,0.552,1.10407E-42,0
ELP2,5.05917E-47,0.609123905,0.437,0.403,1.50591E-42,0
TBPL1,8.67465E-47,0.551101226,0.367,0.324,2.58209E-42,0
GAK,8.68323E-47,0.459062672,0.55,0.54,2.58465E-42,0
MARF1,9.42647E-47,0.528216896,0.476,0.451,2.80588E-42,0
GSE1,9.55902E-47,0.466812823,0.485,0.448,2.84534E-42,0
AL645568.1,9.97591E-47,0.735611105,0.306,0.253,2.96943E-42,0
RMND5A,1.2644E-46,0.583032366,0.423,0.391,3.76361E-42,0
SSR2,1.83511E-46,0.310085802,0.702,0.696,5.46237E-42,0
CRACR2A,2.46104E-46,0.537413131,0.436,0.392,7.32554E-42,0
SS18,3.11146E-46,0.452998079,0.551,0.537,9.26157E-42,0
NRF1,6.52395E-46,0.447821677,0.584,0.566,1.94192E-41,0
SFSWAP,6.93385E-46,0.439415321,0.584,0.584,2.06393E-41,0
TAF2,6.96202E-46,0.458639656,0.556,0.545,2.07232E-41,0
ESYT1,7.70535E-46,0.593100916,0.403,0.359,2.29357E-41,0
MSL2,8.13733E-46,0.550230057,0.502,0.483,2.42216E-41,0
CD84,8.25075E-46,0.760253264,0.337,0.291,2.45592E-41,0
UBE2G1,9.75768E-46,0.356751364,0.646,0.652,2.90447E-41,0
HEXA,1.03913E-45,0.576125984,0.476,0.457,3.09309E-41,0
C21orf91,1.21024E-45,0.528286513,0.419,0.382,3.6024E-41,0
AC016074.2,1.27447E-45,0.569657369,0.299,0.234,3.79359E-41,0
KPNA5,1.41617E-45,0.652247847,0.379,0.335,4.21536E-41,0
CCAR1,1.43525E-45,0.371407748,0.625,0.623,4.27216E-41,0
TSC22D4,1.60767E-45,0.567821969,0.508,0.492,4.78538E-41,0
WDFY1,1.84486E-45,0.350075768,0.624,0.606,5.49141E-41,0
MOB2,8.87327E-45,0.471682685,0.401,0.366,2.64122E-40,0
GBF1,1.26905E-44,0.370215952,0.614,0.605,3.77746E-40,0
SFI1,1.6892E-44,0.423527714,0.5,0.453,5.02808E-40,0
GALM,2.89754E-44,0.544733676,0.434,0.386,8.62481E-40,0
MARCH7,4.9312E-44,0.339987399,0.669,0.687,1.46782E-39,0
RNPEPL1,1.06323E-43,0.32228932,0.544,0.532,3.16481E-39,0
ATF2,1.9052E-43,0.466031675,0.515,0.503,5.67103E-39,0
MARK4,2.20319E-43,0.698465338,0.361,0.318,6.55801E-39,0
RALGAPA1,2.72165E-43,0.439639988,0.574,0.561,8.10126E-39,0
CNOT4,3.54656E-43,0.333742703,0.673,0.69,1.05567E-38,0
INTS7,4.28766E-43,0.586493951,0.386,0.339,1.27626E-38,0
MTERF4,6.54593E-43,0.490633589,0.44,0.403,1.94846E-38,0
KIF5B,7.84299E-43,0.285033108,0.721,0.727,2.33454E-38,0
SMAP1,9.71808E-43,0.33424293,0.646,0.655,2.89268E-38,0
CASP3,9.72546E-43,0.433630045,0.451,0.413,2.89488E-38,0
ZC3H18,1.03259E-42,0.430021568,0.528,0.509,3.07361E-38,0
MYO5A,1.41718E-42,0.414713644,0.57,0.551,4.21837E-38,0
G2E3,2.23129E-42,0.480951554,0.475,0.444,6.64166E-38,0
ADSS,2.66495E-42,0.419179789,0.569,0.564,7.93249E-38,0
MTREX,6.02354E-42,0.413251262,0.586,0.575,1.79297E-37,0
CUL2,8.48202E-42,0.421278853,0.557,0.549,2.52476E-37,0
SACM1L,9.42717E-42,0.451357259,0.509,0.493,2.80609E-37,0
PIK3C3,1.41621E-41,0.525591291,0.516,0.511,4.21548E-37,0
PTPN11,1.75173E-41,0.374296485,0.565,0.552,5.2142E-37,0
CAPRIN1,2.23738E-41,0.324240448,0.656,0.657,6.65979E-37,0
YME1L1,2.77233E-41,0.2816054,0.711,0.727,8.25211E-37,0
DUSP10,3.89757E-41,0.799272793,0.253,0.204,1.16015E-36,0
UBXN1,5.0331E-41,0.31873437,0.664,0.668,1.49815E-36,0
ZNHIT6,9.29562E-41,0.597520409,0.399,0.36,2.76694E-36,0
MAD1L1,1.11925E-40,0.451565846,0.571,0.564,3.33157E-36,0
HDAC1,1.20482E-40,0.427208805,0.558,0.545,3.58626E-36,0
EDRF1,1.26516E-40,0.56664486,0.428,0.4,3.76587E-36,0
TENT2,1.81883E-40,0.264463738,0.734,0.751,5.41394E-36,0
CALCOCO1,1.8914E-40,0.610737077,0.302,0.252,5.62993E-36,0
SBF1,2.27226E-40,0.771710721,0.288,0.241,6.76362E-36,0
LINC00476,2.73108E-40,0.699630893,0.335,0.289,8.12933E-36,0
ARL5A,3.12048E-40,0.457320884,0.536,0.528,9.28841E-36,0
ACYP2,3.81046E-40,0.419000769,0.513,0.482,1.13422E-35,0
ZNF484,4.50758E-40,0.763776155,0.255,0.207,1.34172E-35,0
RECQL,4.59268E-40,0.425261313,0.531,0.501,1.36706E-35,0
LINC-PINT,5.84369E-40,0.578789314,0.385,0.345,1.73943E-35,0
FGD3,6.86623E-40,0.320087429,0.641,0.649,2.0438E-35,0
TTC13,9.64503E-40,0.66058612,0.35,0.307,2.87094E-35,0
RALGAPB,1.10138E-39,0.447892743,0.52,0.508,3.27838E-35,0
GSPT1,1.11405E-39,0.417538359,0.576,0.569,3.31608E-35,0
AC092821.3,1.16074E-39,0.340903479,0.479,0.43,3.45506E-35,0
PRKX,1.21208E-39,0.283701137,0.622,0.619,3.60786E-35,0
ZMYND8,1.29876E-39,0.332892126,0.595,0.584,3.86588E-35,0
DECR1,1.55769E-39,0.298002764,0.695,0.707,4.63663E-35,0
RSRC2,1.74683E-39,0.270159705,0.713,0.721,5.19962E-35,0
ZNF394,1.75272E-39,0.453477492,0.512,0.499,5.21714E-35,0
MAPKAPK2,2.67297E-39,0.333635693,0.573,0.563,7.95636E-35,0
GIMAP5,2.75081E-39,0.452127201,0.458,0.408,8.18807E-35,0
GALC,5.60872E-39,0.579628132,0.328,0.28,1.66949E-34,0
AL139022.1,7.55475E-39,0.767983239,0.267,0.216,2.24875E-34,0
TIPARP,9.05E-39,0.541335884,0.415,0.377,2.69382E-34,0
FMR1,9.77858E-39,0.422906145,0.52,0.509,2.91069E-34,0
FYCO1,9.9376E-39,0.78886809,0.274,0.228,2.95803E-34,0
PAPOLG,1.04764E-38,0.685677337,0.346,0.307,3.11841E-34,0
TSG101,1.07762E-38,0.472730832,0.523,0.52,3.20763E-34,0
CXCR4,1.12535E-38,0.691790344,0.421,0.382,3.34971E-34,0
GPR89B,1.2821E-38,0.7227451,0.308,0.263,3.81631E-34,0
FNBP4,1.42812E-38,0.327541015,0.69,0.688,4.25093E-34,0
ERAP1,1.85716E-38,0.463318171,0.503,0.489,5.52803E-34,0
DIDO1,2.13256E-38,0.373213102,0.584,0.581,6.34779E-34,0
RABEP1,2.52383E-38,0.334882738,0.635,0.634,7.51243E-34,0
SENP5,3.06952E-38,0.365639468,0.631,0.645,9.13675E-34,0
SUSD1,3.27847E-38,0.372526306,0.531,0.501,9.7587E-34,0
KIZ,4.4114E-38,0.642987791,0.319,0.274,1.3131E-33,0
TNRC6A,4.94891E-38,0.326447931,0.67,0.684,1.47309E-33,0
ZNF451,6.73941E-38,0.389430341,0.562,0.553,2.00605E-33,0
TES,6.98511E-38,0.282630823,0.636,0.632,2.07919E-33,0
CCDC146,1.1135E-37,0.593727257,0.375,0.333,3.31443E-33,0
CSNK1G2,1.12492E-37,0.433382085,0.527,0.522,3.34845E-33,0
RNPC3,1.7718E-37,0.515981926,0.486,0.471,5.27394E-33,0
TATDN2,7.49221E-37,0.639251504,0.312,0.273,2.23013E-32,0
CSNK2A1,7.65745E-37,0.41474093,0.551,0.546,2.27932E-32,0
PPWD1,1.00013E-36,0.536730208,0.466,0.447,2.97697E-32,0
UBR4,1.09821E-36,0.355229182,0.567,0.564,3.26894E-32,0
SNX4,1.82147E-36,0.451426127,0.504,0.494,5.42179E-32,0
CRBN,1.82726E-36,0.319438492,0.587,0.589,5.43901E-32,0
DYM,1.8274E-36,0.275509568,0.72,0.726,5.43943E-32,0
CD69,2.35752E-36,0.35137922,0.561,0.501,7.01739E-32,0
FAM3C,2.52877E-36,0.531203032,0.381,0.343,7.52714E-32,0
PSMA3-AS1,4.05248E-36,0.440763318,0.553,0.557,1.20626E-31,0
FUS,4.44856E-36,0.268164294,0.765,0.746,1.32416E-31,0
TNKS,7.05776E-36,0.351331569,0.621,0.621,2.10081E-31,0
MPPE1,1.23802E-35,0.604455995,0.39,0.362,3.6851E-31,0
KLHDC2,1.39892E-35,0.603059091,0.401,0.374,4.16402E-31,0
GORASP2,1.40332E-35,0.535122107,0.456,0.434,4.17713E-31,0
CTBP1,1.57244E-35,0.511347155,0.466,0.454,4.68054E-31,0
PPM1K,1.6451E-35,0.479614031,0.427,0.395,4.8968E-31,0
IBTK,2.51591E-35,0.45215093,0.502,0.491,7.48886E-31,0
HNRNPLL,2.52827E-35,0.457125123,0.425,0.386,7.52564E-31,0
ARPP19,3.15145E-35,0.391115281,0.538,0.525,9.3806E-31,0
COPB1,3.26414E-35,0.39654701,0.591,0.602,9.71605E-31,0
CCDC82,3.48744E-35,0.498970246,0.451,0.43,1.03807E-30,0
PDPR,3.49439E-35,0.664605284,0.328,0.291,1.04014E-30,0
WAPL,3.8887E-35,0.310370673,0.644,0.649,1.15751E-30,0
NR2C2,4.51765E-35,0.476098516,0.507,0.491,1.34472E-30,0
IGBP1,5.90684E-35,0.392079893,0.561,0.56,1.75823E-30,0
ZNF638,6.22362E-35,0.252009932,0.724,0.75,1.85252E-30,0
PSMB10,6.40367E-35,0.292175435,0.723,0.699,1.90612E-30,0
SMC5,7.28521E-35,0.274740817,0.683,0.679,2.16852E-30,0
CEP290,7.38468E-35,0.671243313,0.341,0.302,2.19812E-30,0
CRTC3,1.19125E-34,0.317458381,0.59,0.578,3.54586E-30,0
SUCO,1.27148E-34,0.402508156,0.547,0.539,3.78468E-30,0
ZMYND11,1.53205E-34,0.478835731,0.444,0.413,4.56029E-30,0
C1GALT1,1.57479E-34,0.375954431,0.554,0.554,4.68751E-30,0
TFRC,1.93988E-34,0.458406739,0.436,0.4,5.77424E-30,0
ADCY7,1.94187E-34,0.331799519,0.543,0.525,5.78016E-30,0
DNAJC24,3.75181E-34,0.715792627,0.278,0.235,1.11676E-29,0
GMDS,4.10643E-34,0.317432988,0.638,0.627,1.22232E-29,0
TVP23C,4.1279E-34,0.582435391,0.316,0.272,1.22871E-29,0
DDX46,4.58465E-34,0.255088131,0.72,0.718,1.36467E-29,0
DHX38,5.12502E-34,0.587038062,0.364,0.333,1.52551E-29,0
METTL14,5.31003E-34,0.624515873,0.349,0.314,1.58058E-29,0
TRRAP,5.58876E-34,0.358960262,0.565,0.559,1.66355E-29,0
ORMDL1,6.1794E-34,0.391072669,0.584,0.586,1.83936E-29,0
EIF1AY,6.23775E-34,0.381131005,0.351,0.291,1.85673E-29,0
IRF3,8.77389E-34,0.54086471,0.465,0.454,2.61164E-29,0
RANBP9,9.69245E-34,0.314410626,0.604,0.6,2.88505E-29,0
AC243960.1,1.26041E-33,0.560083931,0.289,0.241,3.75174E-29,0
CYTH4,1.68521E-33,0.388040917,0.49,0.464,5.0162E-29,0
SMG6,1.7725E-33,0.369240301,0.588,0.584,5.27602E-29,0
RIPK1,2.52512E-33,0.444116054,0.53,0.528,7.51626E-29,0
AC008875.3,3.01484E-33,0.625052702,0.32,0.283,8.97397E-29,0
LY75,3.51409E-33,0.501879476,0.452,0.43,1.046E-28,0
SRPK1,3.69738E-33,0.384118033,0.549,0.522,1.10056E-28,0
SCP2,4.26689E-33,0.343926955,0.583,0.591,1.27008E-28,0
SIPA1,4.56939E-33,0.574914298,0.468,0.457,1.36012E-28,0
RUVBL1,5.20385E-33,0.523227082,0.408,0.373,1.54898E-28,0
SUGP2,5.23267E-33,0.49279963,0.449,0.431,1.55756E-28,0
CDYL2,5.62257E-33,0.709845647,0.257,0.212,1.67361E-28,0
CDKN1B,7.0939E-33,0.466123161,0.446,0.424,2.11157E-28,0
VWA8,8.45429E-33,0.30808521,0.553,0.531,2.5165E-28,0
CCDC97,9.97809E-33,0.64983311,0.343,0.313,2.97008E-28,0
